userId,movieId,tag,tag_timestamp
477,72224,bad humor,05-02-2011 07:34
520,60516,enjoyable,15-01-2012 06:59
537,2329,politics,17-02-2015 02:51
537,72998,beautiful scenery,17-02-2015 02:30
537,72998,graphic design,17-02-2015 02:30
537,79132,suspense,17-02-2015 02:29
537,80906,business,20-02-2015 19:50
537,80906,economics,20-02-2015 19:50
567,1203,Motivational,02-05-2018 17:53
567,1237,existentialism,02-05-2018 18:42
567,1921,atmospheric,02-05-2018 18:54
567,1921,existentialism,02-05-2018 18:54
567,2324,Heartwarming,02-05-2018 18:29
567,3266,dark humor,02-05-2018 17:43
567,3676,Atmospheric,02-05-2018 17:40
567,4144,dreamy,02-05-2018 17:52
567,4552,atmospheric,02-05-2018 18:31
567,4878,enigmatic,02-05-2018 17:36
567,4878,thought-provoking,02-05-2018 17:36
567,5690,tear jerker,02-05-2018 17:56
567,6669,meditative,02-05-2018 18:36
567,6669,purposefulness,02-05-2018 18:36
567,7024,inhumane,02-05-2018 18:00
567,45880,lyrical,02-05-2018 18:55
567,71899,black comedy,02-05-2018 17:44
567,94959,quirky,02-05-2018 18:39
567,99764,moving,02-05-2018 17:34
567,99917,artsy,02-05-2018 18:44
567,99917,atmospheric,02-05-2018 18:44
567,104944,touching,02-05-2018 18:32
567,108932,cheeky,02-05-2018 17:55
567,108932,imaginative,02-05-2018 17:54
567,112421,introspection,02-05-2018 17:50
567,112421,quirky,02-05-2018 17:50
567,112852,humorous,02-05-2018 18:22
567,122912,Visually appealing,02-05-2018 17:33
567,176371,existentialism,02-05-2018 17:44
573,1779,good,08-08-2007 16:01
573,6157,bad,08-08-2007 16:05
599,293,disturbing,26-06-2017 05:49
599,293,loneliness,26-06-2017 05:49
599,296,anthology,26-06-2017 05:55
599,296,characters,26-06-2017 05:54
599,296,crime scene scrubbing,26-06-2017 05:57
599,296,fast paced,26-06-2017 05:53
599,296,genius,26-06-2017 05:56
599,296,homosexuality,26-06-2017 05:56
599,296,non-linear timeline,26-06-2017 05:56
599,296,unpredictable,26-06-2017 05:54
599,296,very funny,26-06-2017 05:53
599,924,music,26-06-2017 05:59
599,924,setting:space/space ship,26-06-2017 05:59
599,924,spacecraft,26-06-2017 05:59
599,1732,bowling,26-06-2017 05:51
599,1732,off-beat comedy,26-06-2017 05:51
599,1732,sarcasm,26-06-2017 05:51
599,2959,complicated,26-06-2017 06:02
2,89774,Boxing story,24-10-2015 19:33
21,118985,painter,28-12-2014 22:24
62,3114,sequel,06-05-2018 20:01
62,3578,imdb top 250,04-06-2018 22:48
62,6534,mad scientist,05-05-2018 21:01
62,7153,lord of the rings,04-06-2018 22:49
62,27831,British gangster,27-07-2018 20:28
62,37729,Johnny Depp,29-06-2018 22:15
62,46972,Ben Stiller,05-05-2018 21:04
62,61024,Stoner Movie,13-06-2018 23:56
62,63992,Teen movie,13-06-2018 23:57
62,68848,Adrien Brody,25-05-2018 18:51
62,87430,DC Comics,05-05-2018 21:19
62,87430,space,05-05-2018 21:19
62,88405,sex,05-05-2018 21:14
62,107348,comedy,14-06-2018 00:10
62,128360,characters,11-05-2018 22:48
62,135536,poorly paced,05-05-2018 21:18
62,158966,creative,11-05-2018 22:05
62,174053,interesting,06-05-2018 20:09
62,184471,Alicia Vikander,03-06-2018 11:21
103,296,good dialogue,18-05-2015 13:09
125,3052,jay and silent bob,23-09-2016 00:53
125,7022,based on a book,20-09-2016 14:29
125,7254,time travel,20-09-2016 14:23
125,8957,Disturbing,20-09-2016 14:33
166,293,assassin,02-09-2007 23:08
166,54286,assassin-in-training (scene),02-09-2007 23:08
184,2579,Christopher Nolan,16-09-2018 10:38
184,3793,action,16-09-2018 10:39
184,3793,hugh jackman,16-09-2018 10:39
184,27156,psychology,16-09-2018 10:37
184,193565,gintama,16-09-2018 11:50
193,260,classic sci-fi,02-07-2015 17:09
193,7147,surreal,02-07-2015 17:10
193,97938,surreal,02-07-2015 17:11
318,68954,Pixar,17-02-2010 12:11
318,96084,political right versus left,13-01-2015 10:42
319,364,Oscar (Best Music - Original Score),22-04-2016 19:05
327,1288,music,16-02-2009 13:14
327,3481,music,16-02-2009 12:44
357,1059,updated classics,26-09-2012 02:40
424,296,cult film,13-03-2016 04:49
424,541,sci-fi,13-03-2016 20:28
424,1120,freedom of expression,13-03-2016 05:05
424,1625,mindfuck,13-03-2016 05:00
424,1625,psychological,13-03-2016 05:00
424,1923,crude humor,13-03-2016 05:21
424,1923,goofy,13-03-2016 05:21
424,3176,Jude Law,13-03-2016 04:57
424,3176,obsession,13-03-2016 04:57
424,3499,scary,13-03-2016 05:18
424,4993,mythology,13-03-2016 20:32
424,8641,comedy,13-03-2016 05:22
424,53127,Insanity,14-03-2016 02:41
424,68157,Brad Pitt,13-03-2016 04:51
424,79132,alternate reality,13-03-2016 04:55
424,109487,sci-fi,13-03-2016 20:43
474,380,spies,14-01-2006 02:47
474,412,Edith Wharton,13-01-2006 19:47
474,500,divorce,16-01-2006 01:29
474,551,Christmas,16-01-2006 01:40
474,588,Disney,13-01-2006 19:36
474,905,Screwball,14-01-2006 01:34
474,926,Hollywood,14-01-2006 01:40
474,1022,Disney,13-01-2006 19:49
474,1033,Disney,14-01-2006 01:41
474,1041,In Netflix queue,14-01-2006 01:17
474,1104,Tennessee Williams,14-01-2006 02:52
474,1135,military,16-01-2006 01:17
474,1203,court,14-01-2006 02:47
474,1208,Vietnam,24-01-2006 21:23
474,1225,Mozart,13-01-2006 19:40
474,1242,Civil War,13-01-2006 19:41
474,1252,incest,17-01-2006 18:04
474,1299,Cambodia,24-01-2006 21:25
474,1307,New York,14-01-2006 01:38
474,1343,remake,13-01-2006 19:41
474,1608,president,16-01-2006 01:41
474,1643,England,16-01-2006 01:44
474,1945,coulda been a contender,13-01-2006 22:34
474,1953,police,15-01-2006 23:36
474,2006,Mexico,23-01-2006 15:55
474,2071,AIDs,14-01-2006 01:00
474,2268,military,13-01-2006 22:36
474,2295,Screwball,14-01-2006 01:34
474,2329,racism,23-01-2006 15:59
474,2391,heist,23-01-2006 16:03
474,2424,remake,14-01-2006 01:38
474,2442,In Netflix queue,14-01-2006 01:25
474,2467,religion,23-02-2006 14:02
474,2565,Siam,13-01-2006 22:27
474,2628,the Force,23-01-2006 16:03
474,2710,video,23-01-2006 15:59
474,2804,Christmas,13-01-2006 22:35
474,2872,England,13-01-2006 22:35
474,2915,prostitution,16-01-2006 01:21
474,2935,gambling,23-01-2006 16:06
474,3052,religion,13-01-2006 22:37
474,3135,fatherhood,23-01-2006 16:05
474,3160,L.A.,14-01-2006 01:35
474,3260,E.M. Forster,13-01-2006 19:42
474,3408,true story,23-01-2006 16:05
474,3469,religion,16-01-2006 01:32
474,3502,death,16-01-2006 01:33
474,3507,In Netflix queue,14-01-2006 01:00
474,3556,1970s,23-01-2006 16:14
474,3735,police,23-01-2006 16:13
474,3910,factory,23-01-2006 16:10
474,4326,race,16-01-2006 01:33
474,4359,adultery,23-01-2006 16:13
474,4447,lawyers,23-01-2006 16:11
474,4558,twins,16-01-2006 01:26
474,4809,union,15-01-2006 23:30
474,5398,boxing,23-01-2006 18:03
474,5527,books,23-01-2006 18:02
474,5802,teenagers,23-01-2006 18:04
474,5820,music business,23-01-2006 18:03
474,5876,Graham Greene,23-01-2006 18:03
474,6020,class,26-01-2006 20:23
474,6181,Civil War,23-01-2006 18:03
474,6195,books,29-01-2006 01:37
474,6242,television,26-01-2006 20:28
474,6245,prostitution,26-01-2006 20:29
474,6466,In Netflix queue,14-01-2006 01:27
474,6565,horses,26-01-2006 20:28
474,6662,Clousseau,16-01-2006 01:34
474,6791,Food,13-01-2006 22:28
474,6936,christmas,23-01-2006 18:06
474,7160,serial killer,23-01-2006 18:08
474,7190,Charlotte Bronte,15-02-2006 23:51
474,7584,Hepburn and Tracy,23-01-2006 18:11
474,7832,Nick and Nora Charles,14-01-2006 01:21
474,7934,psychology,23-01-2006 18:17
474,8014,In Netflix queue,14-01-2006 01:02
474,8366,pregnancy,23-01-2006 18:17
474,8464,food,23-01-2006 18:17
474,8950,psychology,23-01-2006 18:15
474,25753,gold,14-02-2006 18:15
474,25855,In Netflix queue,13-01-2006 19:13
474,26085,Not available from Netflix,13-01-2006 19:14
474,27731,In Netflix queue,14-01-2006 01:12
474,31437,orphans,23-01-2006 18:19
474,33660,boxing,14-01-2006 01:20
474,34271,hip hop,08-03-2006 20:12
474,36527,mathematics,14-01-2006 01:26
477,750,satire,16-05-2009 17:29
477,2706,teen,11-06-2009 08:00
477,4226,twist ending,20-10-2009 15:04
477,4878,psychology,16-05-2009 17:21
477,45730,bad,17-05-2009 17:15
477,56367,notable soundtrack,09-06-2009 16:49
477,57669,drugs,29-03-2010 03:16
477,60069,social commentary,04-05-2009 00:17
477,72998,poor dialogue,05-01-2010 16:05
477,82242,male nudity,30-12-2010 06:27
506,112552,tense,21-02-2015 02:52
537,527,holocaust,17-02-2015 03:01
537,58295,robbery,17-02-2015 02:10
537,69122,funny,17-02-2015 02:31
537,72998,thought-provoking,17-02-2015 02:31
537,80489,romance,17-02-2015 02:17
567,750,dark comedy,02-05-2018 19:02
567,1260,chilly,02-05-2018 18:27
567,1260,oninous,02-05-2018 18:27
567,1916,avant-garde romantic comedy,02-05-2018 17:42
567,1921,cerebral,02-05-2018 18:54
567,1921,visually appealing,02-05-2018 18:54
567,3134,poignant,02-05-2018 19:00
567,3671,dark humor,02-05-2018 17:46
567,3994,atmospheric,02-05-2018 18:24
567,4144,melancholic,02-05-2018 17:52
567,4552,hallucinatory,02-05-2018 18:31
567,4878,atmospheric,02-05-2018 17:36
567,25771,surrealism,02-05-2018 17:34
567,30810,whimsical,02-05-2018 18:00
567,71899,sad,02-05-2018 17:44
567,79132,cerebral,02-05-2018 18:56
567,79132,thought-provoking,02-05-2018 18:56
567,80463,good dialogue,02-05-2018 18:39
567,80463,loneliness,02-05-2018 18:38
567,80463,witty,02-05-2018 18:38
567,89745,great humor,02-05-2018 18:25
567,95558,Beautiful,02-05-2018 18:58
567,99917,artistic,02-05-2018 18:44
567,104944,mental illness,02-05-2018 18:33
567,109487,philosophical issues,02-05-2018 18:59
567,117877,trippy,02-05-2018 19:00
567,122916,awesome,02-05-2018 18:21
567,139644,atmospheric,02-05-2018 18:42
567,164179,visually appealing,02-05-2018 18:28
567,176371,beautiful,02-05-2018 17:44
567,176371,philosophical,02-05-2018 17:44
573,413,Comedy,08-08-2007 16:00
573,4015,bad,08-08-2007 16:03
599,293,Guns,26-06-2017 05:49
599,293,police corruption,26-06-2017 05:49
599,296,bad ass,26-06-2017 05:54
599,296,blood,26-06-2017 05:54
599,296,blood splatters,26-06-2017 05:54
599,296,conversation,26-06-2017 05:55
599,296,cult film,26-06-2017 05:52
599,296,diner,26-06-2017 05:57
599,296,entirely dialogue,26-06-2017 05:53
599,296,good music,26-06-2017 05:53
599,296,great dialogue,26-06-2017 05:53
599,296,intellectual,26-06-2017 05:56
599,296,ironic,26-06-2017 05:54
599,296,masterpiece,26-06-2017 05:52
599,296,out of order,26-06-2017 05:56
599,296,r:some violence,26-06-2017 05:56
599,296,satire,26-06-2017 05:56
599,924,mystery,26-06-2017 06:00
599,1732,drugs,26-06-2017 05:51
599,1732,rug,26-06-2017 05:51
599,2959,Chuck Palahniuk,26-06-2017 06:02
599,2959,consumerism,26-06-2017 06:02
599,2959,violent,26-06-2017 06:01
18,52604,courtroom drama,10-03-2016 22:58
18,144210,dumpster diving,09-02-2016 23:26
18,144210,Sustainability,09-02-2016 23:27
62,3578,ancient Rome,04-06-2018 22:48
62,3578,revenge,04-06-2018 22:48
62,6534,Eric Bana,05-05-2018 21:01
62,6541,Peta Wilson,05-05-2018 21:00
62,7153,fantasy,04-06-2018 22:49
62,27831,stylish,27-07-2018 20:29
62,33162,Orlando Bloom,05-05-2018 21:08
62,45447,Audrey Tautou,06-05-2018 20:04
62,46976,romance,13-09-2018 21:37
62,49530,justice,13-09-2018 21:38
62,53464,bad plot,05-05-2018 21:13
62,53464,Chris Evans,05-05-2018 21:13
62,63992,overrated,13-06-2018 23:57
62,99114,Christoph Waltz,11-05-2018 22:46
62,103042,Amy Adams,05-05-2018 21:22
62,108190,anti-intellectual,05-05-2018 21:14
62,111743,Liam Neeson,01-07-2018 18:57
62,116897,dark humor,04-06-2018 22:54
62,135133,dystopia,06-05-2018 20:11
62,135133,love story,06-05-2018 20:11
62,135518,immortality,01-07-2018 18:55
62,136864,superhero,05-05-2018 21:20
62,158966,building a family,11-05-2018 22:05
62,187593,Josh Brolin,25-05-2018 18:48
125,7022,controversial,20-09-2016 14:30
125,7022,survival,20-09-2016 14:26
125,8957,surprise ending,20-09-2016 14:32
125,100083,offensive,20-09-2016 13:11
125,100083,satire,20-09-2016 14:31
125,158872,sarcasm,20-09-2016 14:34
138,59103,kung fu,29-09-2008 08:20
184,2579,directorial debut,16-09-2018 10:38
184,3793,comic book,16-09-2018 10:39
184,6283,sci-fi,16-09-2018 10:41
305,55721,Favelas,10-05-2016 22:36
356,40955,transvestite,13-12-2008 03:58
357,2762,mindfuck,26-09-2012 02:35
357,4370,android(s)/cyborg(s),26-09-2012 03:04
357,48516,suspense,26-09-2012 02:39
357,91529,Morgan Freeman,26-09-2012 02:32
419,98961,military,09-03-2013 22:15
424,296,Tarantino,13-03-2016 04:49
424,527,thought-provoking,13-03-2016 20:30
424,1089,Quentin Tarantino,13-03-2016 04:52
424,1198,Steven Spielberg,13-03-2016 20:37
424,1198,treasure hunt,13-03-2016 20:37
424,1240,Action,13-03-2016 20:35
424,3186,psychology,13-03-2016 05:13
424,4262,Al Pacino,13-03-2016 20:29
424,4816,mindless one liners,13-03-2016 05:29
424,6290,Rob Zombie,13-03-2016 20:52
424,27020,lesbian,13-03-2016 20:39
424,40278,Jake Gyllenhaal,13-03-2016 05:20
424,60756,funny,13-03-2016 05:15
424,81591,alter ego,13-03-2016 05:08
424,81591,atmospheric,13-03-2016 05:07
462,152711,procedural,07-11-2016 03:35
474,5,pregnancy,16-01-2006 01:11
474,21,Hollywood,14-01-2006 02:36
474,31,teacher,16-01-2006 01:38
474,45,Journalism,14-01-2006 02:47
474,62,music,16-01-2006 01:29
474,223,generation X,24-01-2006 21:18
474,230,Stephen King,24-01-2006 21:18
474,279,In Netflix queue,14-01-2006 01:29
474,282,disability,16-01-2006 01:39
474,318,wrongful imprisonment,14-01-2006 02:17
474,345,cross dressing,23-01-2006 18:19
474,421,horses,23-01-2006 18:20
474,425,mental illness,23-01-2006 18:20
474,522,Australia,24-01-2006 21:21
474,586,christmas,16-01-2006 01:16
474,596,Disney,16-01-2006 01:17
474,647,Gulf War,16-01-2006 01:41
474,648,based on a TV show,24-01-2006 21:19
474,673,Bugs Bunny,16-01-2006 01:12
474,907,divorce,16-01-2006 01:43
474,921,television,16-01-2006 01:44
474,948,oil,14-01-2006 02:48
474,1082,politics,24-01-2006 21:24
474,1187,disability,14-01-2006 02:50
474,1196,space,14-01-2006 02:17
474,1221,Mafia,13-01-2006 19:37
474,1235,May-December romance,14-01-2006 02:49
474,1240,robots,15-01-2006 23:34
474,1285,high school,15-01-2006 23:34
474,1396,spying,23-01-2006 15:57
474,1407,spoof,23-01-2006 15:56
474,1408,Hawkeye,15-01-2006 23:37
474,1650,Henry James,23-01-2006 15:58
474,1711,Savannah,16-01-2006 01:16
474,1836,No DVD at Netflix,13-01-2006 19:10
474,1902,generation X,23-01-2006 15:55
474,1952,prostitution,23-01-2006 15:55
474,1984,halloween,16-01-2006 01:16
474,2097,Ray Bradbury,29-01-2006 18:30
474,2114,S.E. Hinton,13-01-2006 22:36
474,2186,murder,14-01-2006 02:26
474,2506,disability,16-01-2006 01:21
474,2712,sexuality,23-01-2006 16:00
474,2827,aliens,16-01-2006 01:18
474,2918,High School,13-01-2006 22:35
474,2966,brothers,23-01-2006 16:08
474,3007,In Netflix queue,14-01-2006 01:25
474,3317,writing,23-01-2006 16:09
474,3341,remade,23-01-2006 16:04
474,3451,interracial marriage,14-01-2006 02:24
474,3608,Pee Wee Herman,23-01-2006 16:12
474,3676,In Netflix queue,14-01-2006 01:29
474,3859,In Netflix queue,14-01-2006 01:19
474,4034,based on a TV show,20-01-2006 19:18
474,4190,religion,17-01-2006 18:01
474,4214,college,16-01-2006 01:26
474,4347,Holocaust,23-01-2006 16:10
474,4489,Africa,20-01-2006 14:11
474,4546,remade,23-01-2006 16:14
474,4678,television,23-01-2006 16:14
474,4857,Tradition!,13-01-2006 22:40
474,5120,In Netflix queue,14-01-2006 01:07
474,5213,religion,16-01-2006 01:12
474,5291,samurai,13-03-2006 20:42
474,5353,blind,20-01-2006 19:17
474,5404,books,23-01-2006 17:57
474,5577,adolescence,23-01-2006 18:00
474,5603,crime,23-01-2006 18:00
474,6016,photography,23-01-2006 17:59
474,6183,Day and Hudson,23-01-2006 18:02
474,6273,L.A.,17-01-2006 18:03
474,6400,crime,26-01-2006 20:26
474,6407,Tokyo,16-01-2006 01:28
474,6639,blindness,26-01-2006 20:29
474,6650,multiple roles,23-01-2006 18:08
474,6650,murder,23-01-2006 18:08
474,6711,Japan,26-01-2006 20:25
474,6753,Animal movie,26-01-2006 20:28
474,6807,british comedy,26-01-2006 20:26
474,6852,Capote,26-01-2006 20:25
474,6881,Thanksgiving,13-01-2006 19:46
474,6912,Rita Hayworth can dance!,13-01-2006 19:09
474,6932,journalism,13-01-2006 19:46
474,6948,music business,23-01-2006 18:11
474,6981,religion,23-01-2006 18:11
474,7062,birds,23-01-2006 18:05
474,7069,In Netflix queue,14-01-2006 01:20
474,7079,disability,16-01-2006 01:36
474,7212,men in drag,23-01-2006 18:07
474,7700,In Netflix queue,14-01-2006 01:11
474,8796,Rome,16-01-2006 01:36
474,8961,Disney,23-01-2006 18:15
474,25825,revenge,14-01-2006 02:30
474,25886,made me cry,14-01-2006 02:33
474,30707,boxing,23-01-2006 18:18
474,33493,space,14-01-2006 02:34
474,33493,space opera,14-01-2006 02:34
474,34437,In Netflix queue,13-01-2006 19:15
474,38061,In Netflix queue,13-01-2006 19:13
474,39234,In Netflix queue,14-01-2006 01:28
477,541,mindfuck,06-01-2010 16:36
477,832,GIVE ME BACK MY SON!,29-03-2010 03:17
477,1219,black and white,17-05-2009 16:19
477,1219,remade,17-05-2009 16:19
477,2706,Seann William Scott,11-06-2009 08:00
477,3000,fantasy world,04-05-2009 00:20
477,3527,sci-fi,29-03-2010 03:16
477,4878,mental illness,16-05-2009 17:21
477,54503,nerds,09-06-2009 16:48
477,57669,friendship,29-03-2010 03:16
477,60069,love story,04-05-2009 00:17
477,66934,parody,12-06-2009 06:32
477,67087,Andy Samberg,29-03-2010 03:37
477,67087,comedy,29-03-2010 03:37
477,68358,future,15-06-2009 01:45
477,69757,quirky,24-07-2010 07:22
477,69757,romance,24-07-2010 07:22
477,79702,Michael Cera,27-08-2010 15:44
509,80834,animation,04-07-2015 06:56
537,79132,mindfuck,17-02-2015 02:29
537,79132,psychology,17-02-2015 02:29
537,90439,big corporations,17-02-2015 02:04
537,90439,corruption,17-02-2015 02:04
537,90439,Kevin Spacey,17-02-2015 02:04
567,541,existentialism,02-05-2018 18:43
567,2324,emotional,02-05-2018 18:29
567,3266,crazy,02-05-2018 17:43
567,3266,serial killer,02-05-2018 17:43
567,3676,art house,02-05-2018 17:40
567,4144,elegant,02-05-2018 17:52
567,5673,unconventional,02-05-2018 17:36
567,5673,unique,02-05-2018 17:37
567,6377,heartwarming,02-05-2018 18:45
567,7024,haunting,02-05-2018 18:00
567,7361,arthouse,02-05-2018 17:39
567,7361,emotional,02-05-2018 17:37
567,25771,surreal,02-05-2018 17:34
567,26717,symbolic,02-05-2018 18:31
567,30810,heartwarming,02-05-2018 18:00
567,71899,bittersweet,02-05-2018 17:44
567,71899,dark comedy,02-05-2018 17:43
567,71899,quirky,02-05-2018 17:44
567,89745,visually appealing,02-05-2018 18:25
567,104944,feel-good,02-05-2018 18:32
567,112852,Great Visuals,02-05-2018 18:22
567,114627,bizzare,02-05-2018 18:43
567,122882,cinematography,02-05-2018 17:57
567,122912,Sad,02-05-2018 17:33
567,148881,surreal,02-05-2018 17:33
567,156605,understated,02-05-2018 17:50
567,168252,heartbreaking,02-05-2018 17:59
