userId,movieId,rating,rating_timestamp
42,3082,5,27-07-2001 06:06
42,3261,2,27-07-2001 07:26
42,3752,4,27-07-2001 07:06
42,4041,5,27-07-2001 18:29
42,4442,1,27-07-2001 06:41
43,3,5,26-11-1996 07:46
43,7,5,26-11-1996 07:46
43,208,4,26-11-1996 07:35
43,259,4,26-11-1996 07:51
43,575,5,26-11-1996 07:51
43,589,5,26-11-1996 07:36
43,590,4,26-11-1996 07:33
43,596,5,26-11-1996 07:45
43,631,5,26-11-1996 07:53
44,135,2,18-07-1997 18:53
44,733,5,18-07-1997 18:51
45,248,2,21-02-2000 22:04
45,333,4,21-02-2000 22:01
45,500,4,21-02-2000 22:00
45,520,4,21-02-2000 22:05
45,671,4,16-02-2000 18:14
45,1431,4,21-02-2000 22:02
45,1682,4,18-07-2005 22:12
45,2028,5,16-02-2000 18:40
45,2108,2,21-02-2000 21:59
45,2485,4,21-02-2000 22:00
45,2731,4,16-02-2000 17:51
45,3033,4,29-05-2000 18:31
45,3270,1,16-02-2000 16:29
45,4369,5,10-12-2001 14:31
45,5283,5,07-05-2002 20:13
45,5568,2,11-10-2002 13:44
46,454,5,14-06-1996 21:35
47,1088,4,31-05-2017 04:38
47,2028,4,31-05-2017 04:33
47,2671,2,31-05-2017 04:59
47,3147,5,31-05-2017 04:30
47,104841,2,31-05-2017 04:34
47,146656,3.5,31-05-2017 05:45
48,780,3.5,19-09-2005 11:20
48,1580,5,19-09-2005 11:20
48,1690,4.5,19-09-2005 11:21
48,2081,4.5,19-09-2005 11:19
49,1097,4.5,25-04-2017 04:03
49,6377,4,25-04-2017 04:05
49,79091,4,25-04-2017 04:05
49,103335,4,25-04-2017 04:05
49,122920,4,25-04-2017 04:03
50,1080,3.5,25-12-2017 21:43
50,1101,2.5,26-05-2018 22:00
50,1198,3.5,23-05-2018 20:10
50,1278,3.5,25-12-2017 21:48
50,63082,2.5,25-12-2017 21:45
50,63312,2,02-01-2018 11:06
50,69644,1,25-12-2017 22:01
50,71156,2.5,23-05-2018 20:38
50,94864,1.5,25-12-2017 21:57
50,96079,2.5,25-12-2017 21:55
50,97225,2,23-05-2018 20:43
50,97923,2.5,25-12-2017 22:04
50,97938,2,25-12-2017 21:57
50,103228,2,25-12-2017 21:59
50,137857,2,25-12-2017 22:05
50,142961,2.5,09-02-2018 09:25
50,143859,2,25-12-2017 22:08
50,168254,1.5,25-12-2017 22:11
50,168492,3.5,23-05-2018 20:48
51,2,4.5,02-01-2009 21:45
51,111,5,02-01-2009 20:48
51,230,2.5,02-01-2009 20:40
51,247,5,02-01-2009 20:40
51,924,5,02-01-2009 20:47
51,934,1,02-01-2009 21:09
51,1079,5,02-01-2009 20:55
51,1093,5,02-01-2009 20:40
51,1196,5,02-01-2009 20:47
51,2060,3.5,02-01-2009 21:22
51,2124,4,02-01-2009 20:52
51,2301,5,02-01-2009 21:06
51,3481,5,02-01-2009 20:51
51,3785,3.5,02-01-2009 20:50
51,4291,2,02-01-2009 21:15
51,5956,5,02-01-2009 20:59
51,6323,4.5,02-01-2009 20:59
51,6502,5,02-01-2009 20:49
51,6711,4.5,02-01-2009 20:49
51,8784,4,02-01-2009 21:29
51,47997,5,02-01-2009 21:27
51,52973,4.5,02-01-2009 20:57
52,1784,4,09-07-2016 08:06
52,2324,4,09-07-2016 08:09
52,8464,4,09-07-2016 08:04
52,49530,5,09-07-2016 08:05
52,54997,5,09-07-2016 08:12
52,55276,5,09-07-2016 08:13
52,68358,5,09-07-2016 08:06
53,381,5,22-03-2009 18:55
53,922,5,22-03-2009 18:54
53,1256,5,22-03-2009 18:54
54,593,4,13-08-1996 07:23
55,33166,4.5,07-08-2011 20:15
57,89,2,22-10-2000 00:33
57,589,4,09-08-2000 05:25
57,673,1,09-08-2000 05:09
57,674,4,09-08-2000 05:27
57,720,5,09-08-2000 04:40
57,761,2,24-09-2000 00:07
57,940,4,24-09-2000 00:01
57,1193,4,09-08-2000 04:38
57,1210,4,09-08-2000 05:15
57,1223,4,09-08-2000 04:44
57,1250,5,09-08-2000 05:37
57,1270,4,09-08-2000 05:24
57,1278,4,09-08-2000 04:44
57,1370,2,22-10-2000 00:15
57,1372,4,09-08-2000 05:26
57,1374,5,09-08-2000 05:15
57,1376,4,09-08-2000 05:16
57,1391,4,09-08-2000 05:28
57,1499,1,24-09-2000 00:06
57,1517,4,23-09-2000 23:59
57,1676,4,09-08-2000 05:19
57,1682,4,21-10-2000 23:58
57,2390,4,09-08-2000 04:56
57,2478,2,09-08-2000 05:23
57,2640,4,24-09-2000 00:03
57,2947,4,09-08-2000 04:34
57,3507,4,23-09-2000 23:57
57,3638,2,09-08-2000 05:27
57,3836,5,09-08-2000 05:34
58,5,4,11-11-1996 13:32
58,32,5,11-11-1996 13:25
58,173,2,11-11-1996 13:26
58,234,4,11-11-1996 13:35
58,300,5,11-11-1996 13:24
58,318,5,11-11-1996 13:22
58,327,4,11-11-1996 13:34
58,371,4,11-11-1996 13:35
58,543,5,11-11-1996 13:33
58,597,5,11-11-1996 13:24
58,1073,5,11-11-1996 13:43
59,647,4,21-03-2000 03:41
59,924,5,21-03-2000 03:44
59,1151,5,21-03-2000 03:43
59,1224,5,21-03-2000 03:38
59,1252,5,21-03-2000 03:33
61,50,4.5,20-04-2006 11:30
61,593,4,20-04-2006 11:32
61,7438,4,20-04-2006 11:29
62,1196,4.5,19-03-2018 19:45
62,1653,5,19-03-2018 19:52
62,2329,4.5,30-03-2018 14:02
62,3147,5,19-03-2018 20:02
62,3994,4.5,23-03-2018 16:20
62,4896,4.5,19-03-2018 20:03
62,27660,4.5,05-05-2018 21:06
62,30793,4.5,23-03-2018 16:32
62,41566,4,19-03-2018 20:12
62,46972,4,05-05-2018 21:03
62,52604,4.5,23-03-2018 16:35
62,79132,5,19-03-2018 19:45
62,82461,2,15-04-2018 10:02
62,89492,4,19-03-2018 19:59
62,116823,4,19-03-2018 20:10
62,122886,4,19-03-2018 19:45
62,122916,4,19-03-2018 19:50
62,122918,4,19-03-2018 19:48
62,122926,4,19-03-2018 20:08
62,135518,3.5,01-07-2018 18:55
62,139385,4,19-03-2018 20:05
62,158966,4.5,11-05-2018 22:06
62,176601,5,08-05-2018 16:00
62,185135,5,08-05-2018 16:01
63,1080,5,25-09-2015 16:51
63,1200,2.5,25-09-2015 16:49
63,1262,4,25-09-2015 16:50
63,2692,4.5,25-09-2015 17:09
63,2858,5,25-09-2015 16:49
63,3285,2,25-09-2015 17:06
63,3481,4,25-09-2015 17:03
63,3948,2.5,25-09-2015 17:03
63,3949,5,25-09-2015 16:50
63,4886,3.5,25-09-2015 17:02
63,5349,0.5,25-09-2015 16:59
63,6350,4.5,27-09-2015 10:09
63,6942,2.5,25-09-2015 17:04
63,7153,4,25-09-2015 16:49
63,7980,4.5,25-09-2015 16:56
63,67997,4,27-09-2015 10:09
63,92535,5,26-09-2015 17:59
64,47,4.5,22-10-2006 12:29
64,70,4,22-10-2006 23:29
64,163,3.5,22-10-2006 15:03
64,207,3.5,23-10-2006 01:24
64,367,3.5,22-10-2006 12:36
64,778,5,22-10-2006 12:53
64,858,5,22-10-2006 12:27
64,1028,4,22-10-2006 23:30
64,1148,4,22-10-2006 14:57
64,1214,4,22-10-2006 12:36
64,1215,4,22-10-2006 23:27
64,1228,4,23-10-2006 01:13
64,1263,4.5,23-10-2006 01:10
64,1407,3.5,22-10-2006 12:54
64,1513,4,23-10-2006 01:07
64,1527,3.5,22-10-2006 12:32
64,1732,5,22-10-2006 12:53
64,1917,2.5,22-10-2006 12:35
64,1967,4.5,23-10-2006 01:13
64,2268,4,22-10-2006 12:47
64,2826,3.5,23-10-2006 16:25
64,3052,4,22-10-2006 12:46
64,3785,2.5,22-10-2006 23:27
64,3994,4,22-10-2006 12:38
64,4025,2.5,22-10-2006 14:55
64,4878,4,22-10-2006 12:39
64,5266,4,22-10-2006 14:54
64,6333,3.5,22-10-2006 12:26
64,6711,4,22-10-2006 12:33
64,6874,4,22-10-2006 12:30
64,6944,3.5,23-10-2006 16:22
64,7162,4,22-10-2006 23:27
64,7451,4,22-10-2006 23:30
64,8798,4,22-10-2006 12:44
64,30810,5,22-10-2006 15:00
64,34072,4.5,22-10-2006 15:03
65,1682,4.5,14-05-2017 13:06
65,44191,4.5,14-05-2017 13:04
65,48780,4.5,14-05-2017 22:51
65,74458,4.5,14-05-2017 13:28
65,91542,4.5,14-05-2017 13:04
65,97752,4,14-05-2017 13:09
66,21,4,11-04-2005 03:32
66,50,4,02-01-2005 05:35
66,181,2,11-04-2005 03:41
66,541,5,29-08-2004 02:54
66,612,3.5,11-04-2005 03:06
66,805,4,11-04-2005 02:59
66,1216,4.5,11-04-2005 03:05
66,1258,4,29-08-2004 02:51
66,1356,3.5,11-04-2005 03:28
66,2463,4,11-04-2005 03:01
66,2966,4,31-10-2004 02:00
66,5023,4,11-04-2005 03:14
66,5283,4,11-04-2005 03:35
66,6996,2,15-10-2004 01:38
66,7048,4,11-04-2005 03:13
66,8158,4,02-01-2005 05:37
66,8493,4,02-01-2005 05:57
67,6377,4,28-07-2017 20:31
68,104,4.5,17-09-2006 22:42
68,170,2.5,24-12-2009 03:00
68,193,2,24-12-2009 03:06
68,207,4,20-03-2010 22:03
68,261,2,28-12-2008 21:09
68,454,3.5,17-09-2006 22:28
68,466,2.5,17-09-2006 22:55
68,539,3.5,17-09-2006 22:23
68,551,2,17-09-2006 22:42
68,590,4,17-09-2006 22:18
68,608,2.5,17-09-2006 22:17
68,648,4,17-09-2006 22:21
68,875,3.5,17-12-2009 21:41
68,1127,3.5,17-09-2006 22:35
68,1198,5,17-09-2006 22:24
68,1562,3.5,17-09-2006 23:15
68,1653,2.5,17-09-2006 22:31
68,1967,2.5,20-03-2010 21:47
68,2087,3.5,17-09-2006 23:23
68,2161,2,17-09-2006 22:57
68,2174,2.5,17-09-2006 22:25
68,2395,1.5,17-09-2006 22:42
68,2423,4,17-12-2009 21:44
68,2699,0.5,18-04-2009 22:08
68,2728,2.5,20-03-2010 21:54
68,2950,3.5,20-03-2010 22:15
68,2993,4,17-09-2006 23:00
68,3476,2,20-03-2010 21:57
68,3704,3.5,20-03-2010 21:42
68,3994,3.5,04-06-2007 00:11
68,4025,4,17-09-2006 22:46
68,4865,2.5,17-09-2006 23:18
68,4886,4.5,17-09-2006 22:17
68,4896,5,17-09-2006 22:21
68,4993,4.5,17-09-2006 22:11
68,5254,3.5,17-09-2006 23:11
68,5308,3.5,24-12-2009 03:05
68,5419,4.5,20-03-2010 22:16
68,5617,3.5,15-03-2010 21:13
68,5943,3.5,20-03-2010 22:20
68,7090,4,17-09-2006 22:33
68,8360,3.5,17-09-2006 22:15
68,8641,4.5,17-09-2006 23:15
68,34072,2.5,17-09-2006 22:53
68,41724,4.5,18-04-2009 22:25
68,44199,4,21-04-2008 02:25
68,45722,4.5,17-09-2006 22:14
68,48774,3.5,04-06-2007 00:16
68,54001,5,23-12-2007 23:58
68,54995,3.5,08-09-2010 00:32
68,58347,3.5,18-04-2009 22:09
68,60069,4.5,31-01-2009 05:52
68,61132,2.5,28-12-2008 20:57
68,81847,4,02-05-2011 22:14
68,93840,3.5,26-10-2012 23:45
69,589,4,17-05-2002 13:58
69,593,5,17-05-2002 14:49
69,1266,5,17-05-2002 14:10
70,36,5,11-12-2012 04:05
70,858,5,11-12-2012 03:58
71,1,5,27-05-1997 12:58
71,780,5,27-05-1997 12:58
72,50,4.5,29-07-2008 09:45
72,1193,4,29-07-2008 09:45
72,30825,4,29-07-2008 09:26
73,8360,2,25-05-2016 17:24
73,8641,3.5,25-05-2016 17:39
73,45221,4,25-05-2016 17:54
73,52245,4,25-05-2016 17:41
73,71518,4,25-05-2016 17:44
73,74647,1,25-05-2016 17:54
73,87430,1,25-05-2016 18:02
73,92509,3.5,25-05-2016 17:49
73,103249,4,26-05-2016 17:16
73,103335,2,25-05-2016 17:45
73,111320,1.5,25-05-2016 17:57
73,112788,2.5,25-05-2016 17:49
73,112852,5,26-05-2016 15:08
73,117590,4,25-05-2016 17:43
74,475,5,06-04-2008 17:21
74,1103,5,06-04-2008 16:28
74,1673,3.5,06-04-2008 17:18
74,3006,4,06-04-2008 16:57
74,5893,2.5,06-04-2008 17:08
74,5995,5,06-04-2008 16:26
74,6235,5,06-04-2008 16:56
74,6993,5,06-04-2008 16:51
74,44937,4,06-04-2008 17:18
74,55253,3.5,06-04-2008 16:51
75,903,1,22-09-2006 23:35
75,928,4.5,22-09-2006 23:30
75,1036,4,23-09-2006 05:36
75,1291,4.5,23-09-2006 05:41
75,2078,5,23-09-2006 03:38
75,2529,1.5,22-09-2006 23:20
76,553,3.5,10-08-2015 01:09
76,1258,3.5,10-08-2015 01:06
77,260,5,24-08-2018 10:44
77,4878,1,24-08-2018 10:45
78,1291,4,10-09-2009 09:34
78,1831,1,10-09-2009 09:01
78,2605,2.5,10-09-2009 09:00
78,27904,0.5,10-09-2009 09:35
79,246,5,26-11-2000 23:34
79,457,4,26-11-2000 23:38
79,2916,4,26-11-2000 23:41
79,3142,4,26-11-2000 23:36
79,3197,4,26-11-2000 23:39
79,3576,4,26-11-2000 23:40
80,4848,4,24-08-2013 01:44
80,8914,3.5,24-08-2013 01:36
80,51662,4.5,24-08-2013 01:46
80,86190,5,24-08-2013 01:52
80,101864,4,24-08-2013 01:37
82,145,4.5,13-05-2004 15:56
82,158,1,13-05-2004 15:55
82,165,4,13-05-2004 17:02
82,337,2.5,13-05-2004 17:07
82,1370,4,13-05-2004 17:09
82,2490,3.5,13-05-2004 16:19
82,3578,4.5,13-05-2004 17:06
82,3861,2.5,13-05-2004 16:39
82,6338,3.5,13-05-2004 16:41
83,161,3.5,08-04-2012 00:05
83,1385,0.5,27-03-2012 08:44
83,1537,2,27-03-2012 08:47
83,1862,0.5,27-03-2012 09:04
83,4993,4,27-03-2012 09:21
83,8873,2.5,07-04-2012 23:43
83,71535,2,07-04-2012 23:39
84,25,5,07-04-1997 07:06
84,147,4,19-03-1997 11:43
84,232,5,06-03-1997 13:08
84,237,4,19-03-1997 11:54
84,248,2,07-04-1997 07:40
84,440,4,19-03-1997 11:45
84,515,4,06-03-1997 13:08
84,671,4,06-03-1997 13:03
84,912,4,07-04-1997 07:11
84,1101,4,19-03-1997 11:51
84,1246,4,19-03-1997 11:48
84,1247,5,19-03-1997 11:59
84,1295,5,19-03-1997 12:03
86,1835,4,02-08-2012 22:01
86,5445,4,04-08-2012 12:20
86,7153,4,04-08-2012 12:16
86,7361,4.5,04-08-2012 12:22
87,2300,4.5,08-04-2010 04:58
87,3910,4,08-04-2010 05:12
87,5618,5,27-01-2011 06:17
88,3476,4.5,10-03-2012 22:58
88,8677,0.5,10-03-2012 23:14
88,56782,4.5,10-03-2012 23:24
89,1197,2,07-03-2018 07:37
89,1223,1.5,07-03-2018 07:38
89,1256,1.5,07-03-2018 07:39
89,1265,1,07-03-2018 07:39
89,2987,1.5,07-03-2018 07:39
89,3061,2,07-03-2018 07:42
89,3481,3.5,07-03-2018 07:39
89,4388,2.5,07-03-2018 07:43
89,4886,4.5,07-03-2018 07:42
89,6863,1.5,07-03-2018 07:38
89,53460,3.5,07-03-2018 07:43
89,55269,2.5,07-03-2018 07:42
89,56587,2.5,07-03-2018 07:48
89,65230,4,07-03-2018 07:48
89,78469,4,07-03-2018 07:50
89,78620,4.5,07-03-2018 07:57
89,85881,4.5,07-03-2018 07:53
89,87869,2.5,07-03-2018 07:47
89,98279,5,07-03-2018 07:56
89,108156,3.5,07-03-2018 07:45
89,116897,2.5,07-03-2018 07:37
89,121342,3.5,07-03-2018 07:52
89,121781,5,07-03-2018 07:52
89,128520,2.5,07-03-2018 07:48
89,133879,4,07-03-2018 07:51
89,139157,4.5,07-03-2018 07:58
89,158238,3.5,07-03-2018 07:47
91,47,4.5,05-04-2005 14:53
91,337,1.5,05-04-2005 15:04
91,433,2,05-04-2005 16:06
91,590,3.5,05-04-2005 15:00
91,606,4,05-04-2005 16:07
91,842,2.5,05-04-2005 16:07
91,866,4,05-04-2005 14:34
91,924,3.5,05-04-2005 14:26
91,1129,5,05-04-2005 16:00
91,1199,4,05-04-2005 14:36
91,1396,4,05-04-2005 15:08
91,1954,5,05-04-2005 15:10
91,2076,4,05-04-2005 15:59
91,2194,3.5,05-04-2005 14:55
91,2287,3.5,05-04-2005 14:51
